from,to,weight
*CC(F)(F)F,*CC,77
*N=C=S,*Cl,18
*N=C=S,*Cl,18
*P(=O)(O)O,*O,26
*P(=O)(O)O,*O,26
*c1cccc(C(F)(F)F)n1,*c1cccc(C)n1,13
*C(=O)C=C(O)C(=O)O,*Cl,17
*C(=O)C=C(O)C(=O)O,*Cl,17
*c1cncc(F)c1,*c1cccnc1,33
*c1cncc(F)c1,*c1cccnc1,33
*N1CCC(N(C)C)CC1,*N1CCN(C)CC1,32
*N1CCC(N(C)C)CC1,*N1CCN(C)CC1,32
*N1CCN(c2ccccn2)CC1,*N1CCN(c2ncccn2)CC1,16
*Cl,*OC,3455
*OCC,*OC,788
*NC,*N,305
*NC(C)=O,*N,300
*C(C)O,*CO,75
*C(C)(C)O,*CO,53
*CC(=O)NO,*C(=O)NO,43
*F,*Cl,4152
*Br,*Cl,2208
*N,*O,958
*CO,*O,301
*N(CC)CC,*N(C)C,127
*NCCOC,*N(C)C,43
*S(=O)(=O)CC,*S(C)(=O)=O,50
*S(=O)(=O)N(C)C,*S(C)(=O)=O,46
*OC,*O,2273
*CO,*O,301
*NCC,*NC,108
*NC1CC1,*NC,40
*NC(=O)CC,*NC(C)=O,63
*NC(=O)C1CC1,*NC(C)=O,41
*CCN,*CN,60
*C1CCCN1,*CN,14
*NCCc1ccccc1,*NCc1ccccc1,62
*NC1CCCCC1,*NCc1ccccc1,46
*B(O)O,*F,60
*SC(F)(F)F,*F,23
*O,*OC,2273
*OCC,*OC,788
*CNC1CC1c1ccccc1,*Br,8
*C(F)F,*C(F)(F)F,65
*c1nc2cc(C(N)=O)ccc2[nH]1,*C(F)(F)F,14
*C(N)=O,*C#N,339
*C=NO,*C#N,24
*OC,*Cl,3455
*Br,*Cl,2208
*C1CCCCC1,*C(C)C,273
*CC(C)C,*C(C)C,262
*CCCCC,*CCC,172
*C1CCC1,*C1CC1,168
*C1CCCO1,*C1CC1,39
*CCCCCC,*CCCC,119
*CCC(C)C,*CCCC,60
*F,*Cl,4152
*OC,*Cl,3455
*C(=O)NC,*C(N)=O,173
*C(=O)NC1CC1,*C(N)=O,44
*F,*Cl,4152
*OC,*Cl,3455
*CCC(=O)O,*CC(=O)O,112
*CC(N)=O,*CC(=O)O,69
*C(=O)OCc1ccccc1,*C(=O)OCC,30
*F,*Cl,4152
*OC,*Cl,3455
*F,*Cl,4152
*OC,*Cl,3455
*CCC,*CC,763
*C1CC1,*CC,420
*C1CCCC1,*C1CCCCC1,245
*C1CCOCC1,*C1CCCCC1,112
*CCCc1ccccc1,*CCc1ccccc1,131
*C=Cc1ccccc1,*CCc1ccccc1,59
*c1ccnc(C)c1,*c1ccncc1,51
*c1ccncn1,*c1ccncc1,48
*c1cnccn1,*c1ccccn1,93
*c1nccs1,*c1ccccn1,92
*c1cn[nH]c1,*c1cnn(C)c1,72
*c1ccnn1C,*c1cnn(C)c1,37
*c1ccc(OC(C)C)nc1,*c1ccc(OC)nc1,6
*c1ccccn1,*c1cccnc1,359
*c1cncnc1,*c1cccnc1,165
*C(C)C,*CC,816
*C1CC1,*CC,420
*CCCCCCC,*CCCCC,74
*Cl,*OC,3455
*O,*OC,2273
*Cl,*OC,3455
*O,*OC,2273
*Cl,*C#N,1232
*C=NO,*C#N,24
*C(=O)N(C)C,*C(=O)NC,139
*C(=O)NCC,*C(=O)NC,67
*C(=O)NCC1CC1,*C(=O)NC1CC1,21
*OC,*O,2273
*N,*O,958
*N1CCCC1,*N1CCCCC1,260
*N1CCC(C)CC1,*N1CCCCC1,61
*N1CCNCC1,*N1CCN(C)CC1,147
*N1CCN(CC)CC1,*N1CCN(C)CC1,69
*F,*Cl,4152
*OC,*Cl,3455
*F,*Cl,4152
*OC,*Cl,3455
*c1ccc(Cl)cc1,*c1ccc(F)cc1,401
*c1cccc(F)c1,*c1ccc(F)cc1,265
*c1cccc(C#N)c1,*c1cccc(OC)c1,88
*c1ccccc1C#N,*c1cccc(OC)c1,30
*c1cccc(C(F)(F)F)c1,*c1ccc(C(F)(F)F)cc1,124
*c1ccc(OC(F)(F)F)cc1,*c1ccc(C(F)(F)F)cc1,73
*c1ccc(C)cc1,*c1ccc(Cl)cc1,324
*c1cccc(Cl)c1,*c1ccc(Cl)cc1,297
*c1cccc(OC)c1,*c1ccc(OC)cc1,276
*c1ccccc1OC,*c1ccc(OC)cc1,204
*c1cc(F)cc(F)c1,*c1cccc(F)c1,58
*c1c(F)cccc1F,*c1ccccc1F,45
*CC,*C(C)C,816
*CC(C)C,*C(C)C,262
*C1CCOC1,*C1CCOCC1,50
*C1CCN(C(C)=O)CC1,*C1CCOCC1,27
*Cl,*C(=O)O,579
*C(=O)OC,*C(=O)O,334
*CCCC(=O)O,*CCC(=O)O,54
*C=CC(=O)O,*CCC(=O)O,32
*CC(=O)NC,*CC(N)=O,26
*c1ccncc1,*c1cccnc1,490
*c1cncnc1,*c1cccnc1,165
*c1cccc(C(F)(F)F)n1,*c1cccc(C)n1,13
*Cl,*C(=O)O,579
*CC(=O)O,*C(=O)O,201
*C(C)C,*CC,816
*CCC,*CC,763
*O,*N,958
*NC,*N,305
*O,*N,958
*NC(C)=O,*N,300
*F,*Cl,4152
*OC,*Cl,3455
*c1ccc(OC)cc1,*c1ccc(F)cc1,356
*c1cccc(F)c1,*c1ccc(F)cc1,265
*c1cccc(C)c1,*c1ccc(C)cc1,161
*c1ccc(C)c(C)c1,*c1ccc(C)cc1,25
*c1cc(Cl)cc(Cl)c1,*c1cccc(Cl)c1,46
*c1ccccc1C,*c1ccccc1Cl,154
*c1ccccc1C(F)(F)F,*c1ccccc1Cl,54
*N1CCCCC1,*N1CCOCC1,323
*N1CCC(O)CC1,*N1CCOCC1,70
*Cl,*OC,3455
*O,*OC,2273
*O,*N,958
*NC,*N,305
*CCCN,*CCN,57
*Cc1ccc(OC)cc1,*Cc1ccccc1,158
*Cc1ccc(F)cc1,*Cc1ccccc1,148
*N1CCN(C)CC1,*N1CCOCC1,293
*N1CCC(O)CC1,*N1CCOCC1,70
*N1CCC1,*N1CCCC1,49
*N1CCc2ccccc2C1,*N1CCCC1,25
*c1ccoc1,*c1ccco1,101
*c1ccc[nH]1,*c1ccco1,31
*C(C)C,*CC,816
*CCC,*CC,763
*c1ccc(F)cc1,*c1ccc(Cl)cc1,401
*c1cccc(Cl)c1,*c1ccc(Cl)cc1,297
*Cl,*OC,3455
*O,*OC,2273
*Oc1cccc(Cl)c1,*Oc1ccc(Cl)cc1,24
*c1ccc(F)cc1,*c1ccc(OC)cc1,356
*c1cccc(OC)c1,*c1ccc(OC)cc1,276
*O,*N,958
*NC,*N,305
*Cl,*OC,3455
*O,*OC,2273
*N1CCOCC1,*N1CCN(C)CC1,293
*N1CCN(CC)CC1,*N1CCN(C)CC1,69
*N1CCOCC1,*N1CCCCC1,323
*N1CCC(C)CC1,*N1CCCCC1,61
*c1ccc(F)cc1,*c1ccc(OC)cc1,356
*c1ccccc1OC,*c1ccc(OC)cc1,204
*c1cccc(C(C)=O)c1,*c1cccc(C#N)c1,25
*c1ccc(CO)cc1,*c1cccc(CO)c1,26
*c1ccc(OC)cc1,*c1ccc(O)cc1,121
*c1ccccc1O,*c1ccc(O)cc1,58
*CN1CCCC1,*CN1CCCCC1,76
*CN1CCNCC1,*CN1CCN(C)CC1,25
*F,*Cl,4152
*OC,*Cl,3455
*Cl,*C(=O)O,579
*C(=O)OC,*C(=O)O,334
*Cl,*OC,3455
*O,*OC,2273
*O,*N,958
*NC,*N,305
*NC1CCCC1,*NC1CCCCC1,38
*C#N,*C(N)=O,339
*C(=O)NC1CC1,*C(N)=O,44
*C(=O)N1CCOCC1,*C(=O)N(C)C,73
*C(=O)NCCC,*C(=O)NC(C)C,31
*C(=O)NC(C)(C)C,*C(=O)NC(C)C,27
*Cl,*OC,3455
*O,*OC,2273
*c1ccc(F)cc1,*c1ccc(Cl)cc1,401
*c1ccc(C)cc1,*c1ccc(Cl)cc1,324
*C(N)=O,*C(=O)NC,173
*C(=O)NCC,*C(=O)NC,67
*C(=O)N1CCCCC1,*C(=O)N1CCOCC1,53
*C(=O)N1CCN(C)CC1,*C(=O)N1CCOCC1,53
*Cl,*OC,3455
*O,*OC,2273
*CCc1ccccc1,*Cc1ccccc1,346
*Cc1ccc(OC)cc1,*Cc1ccccc1,158
*S(=O)(=O)c1ccc(Cl)cc1,*S(=O)(=O)c1ccccc1,31
*CN1CCN(C)CC1,*CN1CCOCC1,85
*CN(CC)CC,*CN1CCCC1,52
*C(C)C,*C1CCCCC1,273
*C1CCOCC1,*C1CCCCC1,112
*c1ccc(F)cc1,*c1ccc(Cl)cc1,401
*c1ccc(C)cc1,*c1ccc(Cl)cc1,324
*OC,*O,2273
*N,*O,958
*CCC(=O)NO,*CC(=O)NO,36
*C(C)C,*CC,816
*CCC,*CC,763
*c1ccncc1,*c1cccnc1,490
*c1ccccn1,*c1cccnc1,359
*c1ccsc1,*c1cccs1,165
*c1ccc(Cl)s1,*c1cccs1,43
*N,*CN,138
*C1CCCN1,*CN,14
*c1ccc(F)cc1,*c1ccc(OC)cc1,356
*c1cccc(OC)c1,*c1ccc(OC)cc1,276
*C(=O)O,*CC(=O)O,201
*CC(N)=O,*CC(=O)O,69
*c1ccc(Cl)cc1,*c1ccc(C)cc1,324
*c1ccc(C)c(C)c1,*c1ccc(C)cc1,25
*c1ccc(Cl)cc1,*c1ccc(F)cc1,401
*c1ccc(OC)cc1,*c1ccc(F)cc1,356
*CC,*C(C)C,816
*C1CCCCC1,*C(C)C,273
*Cl,*OC,3455
*O,*OC,2273
*Cl,*OC,3455
*O,*OC,2273
*CC,*CCC,763
*c1ccc(Cl)cc1,*c1ccc(F)cc1,401
*c1ccc(OC)cc1,*c1ccc(F)cc1,356
*C(=O)NC,*C(=O)N(C)C,139
*F,*Cl,4152
*OC,*Cl,3455
*C(C)C,*CC,816
*CCC,*CC,763
*N,*NCc1ccccc1,104
*NCCc1ccccc1,*NCc1ccccc1,62
*F,*Cl,4152
*OC,*Cl,3455
*c1ccc(F)cc1,*c1ccc(OC)cc1,356
*c1cccc(OC)c1,*c1ccc(OC)cc1,276
*C(=O)NCCc1ccccc1,*C(=O)NCc1ccccc1,40
*C(=O)NC1CCCC1,*C(=O)NC1CCCCC1,26
*Cl,*OC,3455
*O,*OC,2273
*c1cccnc1,*c1ccccn1,359
*c1nccs1,*c1ccccn1,92
*c1cccc2cccnc12,*c1cccc2ccccc12,31
*c1cccc2ncccc12,*c1cccc2ccccc12,20
*c1cccc(-c2ccccc2)c1,*c1ccc(-c2ccccc2)cc1,28
*c1cc2ccccc2o1,*c1cc2ccccc2s1,39
*c1cc2ccccc2[nH]1,*c1cc2ccccc2s1,19
*c1ccc(-c2ccccc2)cc1,*c1ccc2ccccc2c1,65
*c1cc2ccccc2s1,*c1ccc2ccccc2c1,43
*c1ccc(OC)cc1,*c1cccc(OC)c1,276
*c1ccccc1C#N,*c1cccc(OC)c1,30
*Cl,*OC,3455
*O,*OC,2273
*O,*N,958
*NC,*N,305
*NC(=O)Nc1ccc(Cl)cc1,*NC(=O)Nc1ccccc1,13
*NC(=O)c1ccncc1,*NC(=O)c1cccnc1,24
*c1ccncc1,*c1cccnc1,490
*c1ccccn1,*c1cccnc1,359
*C(=O)NC1CCCCC1,*C(=O)Nc1ccccc1,38
*C(=O)Nc1ccc(F)cc1,*C(=O)Nc1ccccc1,28
*F,*Cl,4152
*OC,*Cl,3455
*O,*N,958
*NC,*N,305
*c1ccc(F)cc1,*c1ccc(OC)cc1,356
*c1cccc(OC)c1,*c1ccc(OC)cc1,276
*CN1CCOCC1,*CN1CCCCC1,89
*CCc1ccccc1,*Cc1ccccc1,346
*Cc1ccc(OC)cc1,*Cc1ccccc1,158
*F,*Cl,4152
*OC,*Cl,3455
*c1ccncc1,*c1cccnc1,490
*c1ccccn1,*c1cccnc1,359
*C(C)C,*CC,816
*CCC,*CC,763
*c1cccnc1,*c1ccccn1,359
*c1cnccn1,*c1ccccn1,93
*c1ccc(F)cc1,*c1ccc(Cl)cc1,401
*c1ccc(C)cc1,*c1ccc(Cl)cc1,324
*CCc1ccccc1,*Cc1ccccc1,346
*Cc1ccc(OC)cc1,*Cc1ccccc1,158
*Cl,*OC,3455
*O,*OC,2273
*CC,*CCCC,383
*CCC(C)C,*CCCC,60
*C(C)C,*C1CCCCC1,273
*C1CCCC1,*C1CCCCC1,245
*c1cccnc1,*c1ccccn1,359
*c1cnccn1,*c1ccccn1,93
*N,*NC,305
*NC1CC1,*NC,40
*c1cccnc1,*c1cnn(C)c1,89
*c1ccnn1C,*c1cnn(C)c1,37
*c1cccs1,*c1ccco1,227
*c1ccc[nH]1,*c1ccco1,31
*OC,*O,2273
*N,*O,958
*c1ccco1,*c1cccs1,227
*c1ccc(Cl)s1,*c1cccs1,43
*Cl,*F,4152
*SC(F)(F)F,*F,23
*Cl,*OC,3455
*O,*OC,2273
*C(C)C,*CC,816
*CCC,*CC,763
*C(=O)N(C)C,*C(=O)N1CCOCC1,73
*C(=O)N1CCN(C)CC1,*C(=O)N1CCOCC1,53
*Cc1ccccc1,*CCc1ccccc1,346
*CCCc1ccccc1,*CCc1ccccc1,131
*CCc1ccccc1,*Cc1ccccc1,346
*Cc1ccc(OC)cc1,*Cc1ccccc1,158
*Cl,*OC,3455
*O,*OC,2273
*Cl,*OC,3455
*O,*OC,2273
*c1ccc(F)cc1,*c1ccc(OC)cc1,356
*c1cccc(OC)c1,*c1ccc(OC)cc1,276
*c1ccc(Cl)cc1,*c1ccccc1Cl,239
*c1ccccc1C(F)(F)F,*c1ccccc1Cl,54
*c1ccc(F)cc1,*c1ccc(OC)cc1,356
*c1cccc(OC)c1,*c1ccc(OC)cc1,276
*c1cccc(OC(F)(F)F)c1,*c1cccc(C(F)(F)F)c1,44
*OC,*N(C)C,491
*NCCOC,*N(C)C,43
*C(=O)NCc1ccccc1,*C(=O)Nc1ccccc1,58
*C(=O)Nc1ccc(F)cc1,*C(=O)Nc1ccccc1,28
*C(C)C,*CC,816
*CCC,*CC,763
*C1CCNC1,*C1CCNCC1,23
*C1=CCNCC1,*C1CCNCC1,13
*c1ccc(OC)cc1,*c1ccc(C(F)(F)F)cc1,181
*c1ccc(OC(F)(F)F)cc1,*c1ccc(C(F)(F)F)cc1,73
*CN1CCCCC1,*CN1CCCC1,76
*c1nc2ccccc2o1,*c1nc2ccccc2s1,52
*C(N)=O,*C(=O)NC,173
*C(=O)N(C)C,*C(=O)NC,139
*C(=O)NCCCC,*C(=O)NCCC,22
*O,*N,958
*NC,*N,305
*Cl,*C(=O)O,579
*C(=O)OC,*C(=O)O,334
*c1ccc(OC)cc1,*c1ccc2c(c1)OCO2,87
*c1cccc2ccccc12,*c1ccc2ccccc2c1,180
*c1ccc(-c2ccccc2)cc1,*c1ccc2ccccc2c1,65
*Cc1ccccc1,*CCc1ccccc1,346
*C=Cc1ccccc1,*CCc1ccccc1,59
*C(=O)N(C)C,*C(=O)N1CCOCC1,73
*C(=O)N1CCCCC1,*C(=O)N1CCOCC1,53
*CN1CCCCC1,*CN1CCOCC1,89
*C(N)=O,*C(=O)NC,173
*C(=O)N(C)C,*C(=O)NC,139
*Cl,*OC,3455
*O,*OC,2273
*CCN1CCCC1,*CCN1CCCCC1,50
*c1ccc(OC)cc1,*c1ccc(O)cc1,121
*c1cccc(O)c1,*c1ccc(O)cc1,100
*c1ccncc1,*c1cccnc1,490
*c1ccccn1,*c1cccnc1,359
*Cl,*OC,3455
*O,*OC,2273
*CCc1ccccc1,*Cc1ccccc1,346
*Cc1ccc(OC)cc1,*Cc1ccccc1,158
*c1ccc(OC)cc1,*c1ccc(O)cc1,121
*c1cccc(O)c1,*c1ccc(O)cc1,100
*CC,*C1CC1,420
*C1CCCO1,*C1CC1,39
*Cl,*OC,3455
*O,*OC,2273
*c1ccc2ccccc2c1,*c1cc2ccccc2s1,43
*c1cc2ccccc2[nH]1,*c1cc2ccccc2s1,19
*CCc1ccccc1,*Cc1ccccc1,346
*Cc1ccc(F)cc1,*Cc1ccccc1,148
*CCc1ccccc1,*Cc1ccccc1,346
*Cc1ccc(OC)cc1,*Cc1ccccc1,158
*C(C)C,*CC,816
*CCC,*CC,763
*c1ccc(F)cc1,*c1ccc(Cl)cc1,401
*c1ccc(C)cc1,*c1ccc(Cl)cc1,324
*c1ccc(F)cc1,*c1ccc(OC)cc1,356
*c1cccc(OC)c1,*c1ccc(OC)cc1,276
*Cc1ccccc1,*C(=O)c1ccccc1,110
*C(=O)c1ccc(F)cc1,*C(=O)c1ccccc1,47
*O,*CO,301
*C(C)O,*CO,75
*OC,*O,2273
*N,*O,958
*N,*NCc1ccccc1,104
*NC1CCCCC1,*NCc1ccccc1,46
*Cl,*OC,3455
*O,*OC,2273
*C(C)C,*CC,816
*CCC,*CC,763
*c1ccc(F)cc1,*c1ccc(OC)cc1,356
*c1cccc(OC)c1,*c1ccc(OC)cc1,276
*O,*CO,301
*C(C)(C)O,*CO,53
*c1ccc(F)cc1,*c1ccc(OC)cc1,356
*c1cccc(OC)c1,*c1ccc(OC)cc1,276
*c1ccc(F)cc1,*c1ccc(Cl)cc1,401
*c1ccc(C)cc1,*c1ccc(Cl)cc1,324
*F,*Cl,4152
*OC,*Cl,3455
*OC,*O,2273
*N,*O,958
*Cl,*OC,3455
*O,*OC,2273
*OC,*CN(C)C,96
*CNCC,*CN(C)C,25
*c1ccc(Cl)cc1,*c1ccc(F)cc1,401
*c1ccc(OC)cc1,*c1ccc(F)cc1,356
*CCN1CCOCC1,*CCN1CCCCC1,43
*c1ccncc1,*c1cccnc1,490
*c1ccccn1,*c1cccnc1,359
*Cl,*OC,3455
*O,*OC,2273
*C(=O)N(C)C,*C(=O)N1CCOCC1,73
*C(=O)N1CCCCC1,*C(=O)N1CCOCC1,53
*c1ccc(F)cc1,*c1ccc(OC)cc1,356
*c1cccc(OC)c1,*c1ccc(OC)cc1,276
*c1nc2ccccc2[nH]1,*c1nc2ccccc2s1,32
*C(=O)N(C)C,*C(=O)N1CCOCC1,73
*C(=O)N1CCCCC1,*C(=O)N1CCOCC1,53
*F,*Cl,4152
*OC,*Cl,3455
*OC,*Oc1ccccc1,195
*Oc1ccc(F)cc1,*Oc1ccccc1,44
*OC,*O,2273
*N,*O,958
*N,*Nc1ccccc1,101
*Nc1ccc(F)cc1,*Nc1ccccc1,42
*CCc1ccccc1,*Cc1ccccc1,346
*Cc1ccc(OC)cc1,*Cc1ccccc1,158
*CN,*CCN,60
*OC,*O,2273
*N,*O,958
*c1ccc(F)cc1,*c1ccc(OC)cc1,356
*c1cccc(OC)c1,*c1ccc(OC)cc1,276
*OC,*O,2273
*N,*O,958
*c1ccncc1,*c1cccnc1,490
*c1ccccn1,*c1cccnc1,359
*O,*N,958
*NC,*N,305
*Cl,*OC,3455
*O,*OC,2273
*c1cccnc1,*c1ccncc1,490
*c1ccnc(C)c1,*c1ccncc1,51
*O,*CO,301
*C(C)O,*CO,75
*c1ccc(Cl)cc1,*c1ccc(F)cc1,401
*c1ccc(OC)cc1,*c1ccc(F)cc1,356
*c1ccc(OC)cc1,*c1ccc(C(F)(F)F)cc1,181
*c1cccc(C(F)(F)F)c1,*c1ccc(C(F)(F)F)cc1,124
*CCC,*CCCCC,172
*c1ccncc1,*c1cccnc1,490
*c1ccccn1,*c1cccnc1,359
*CCN(CC)CC,*CCN1CCCC1,25
*Cl,*C(=O)O,579
*C(=O)OC,*C(=O)O,334
*c1ccco1,*c1cccs1,227
*c1ccsc1,*c1cccs1,165
*N1CCCCC1,*N1CCOCC1,323
*N1CCN(C)CC1,*N1CCOCC1,293
*c1cccc(OC)c1,*c1cccc(C#N)c1,88
*c1cccnc1,*c1ccccn1,359
*c1cnccn1,*c1ccccn1,93
*c1cccnc1,*c1ccccn1,359
*c1cnccn1,*c1ccccn1,93
*C#N,*C(N)=O,339
*C(=O)NC,*C(N)=O,173
*Cl,*OC,3455
*O,*OC,2273
*O,*N,958
*NC,*N,305
*NCc1ccccc1,*NC1CCCCC1,46
*O,*N,958
*NC,*N,305
*C(C)C,*CC,816
*CCC,*CC,763
*c1ccc(F)cc1,*c1ccc(OC)cc1,356
*c1cccc(OC)c1,*c1ccc(OC)cc1,276
*Cl,*OC,3455
*O,*OC,2273
*N,*NC(=O)c1ccccc1,84
*NC(=O)c1ccc(OC)cc1,*NC(=O)c1ccccc1,31
*Cc1ccccc1,*C(=O)c1ccccc1,110
*S(=O)(=O)c1ccccc1,*C(=O)c1ccccc1,55
*C(=O)NC,*C(=O)NC(C)C,44
*C(=O)NC(C)(C)C,*C(=O)NC(C)C,27
*C(=O)NC,*C(=O)NC(C)C,44
*C(=O)NCCC,*C(=O)NC(C)C,31
*Cl,*C(=O)O,579
*C(=O)OC,*C(=O)O,334
*CC,*CCO,155
*c1cccnc1,*c1ccncc1,490
*c1ccncn1,*c1ccncc1,48
*N1CCCCC1,*N1CCOCC1,323
*N1CCN(C)CC1,*N1CCOCC1,293
*c1cccc2ccccc12,*c1ccc2ccccc2c1,180
*c1cc2ccccc2s1,*c1ccc2ccccc2c1,43
*N,*NC,305
*NCC,*NC,108
*Cl,*C#N,1232
*C(N)=O,*C#N,339
*O,*N,958
*NC,*N,305
*Cl,*OC,3455
*O,*OC,2273
*c1ccc(F)cc1,*c1ccc(OC)cc1,356
*c1cccc(OC)c1,*c1ccc(OC)cc1,276
*N,*NC(C)=O,300
*NC(=O)C1CC1,*NC(C)=O,41
*c1cccnc1,*c1ccccn1,359
*c1cnccn1,*c1ccccn1,93
*N1CCOCC1,*N1CCN(C)CC1,293
*N1CCNCC1,*N1CCN(C)CC1,147
*Cl,*OC,3455
*O,*OC,2273
*Cl,*C(=O)O,579
*C(=O)OC,*C(=O)O,334
*c1cccnc1,*c1ccncc1,490
*c1ccnc(C)c1,*c1ccncc1,51
*CCc1ccccc1,*Cc1ccccc1,346
*Cc1ccc(OC)cc1,*Cc1ccccc1,158
*c1ccc(OC)cc1,*c1ccc(C(F)(F)F)cc1,181
*c1cccc(C(F)(F)F)c1,*c1ccc(C(F)(F)F)cc1,124
*c1ccc(F)cc1,*c1ccc(Cl)cc1,401
*c1ccc(C)cc1,*c1ccc(Cl)cc1,324
*O,*N,958
*NC,*N,305
*OC,*Oc1ccccc1,195
*Sc1ccccc1,*Oc1ccccc1,47
*F,*Cl,4152
*OC,*Cl,3455
*CN1CCOCC1,*CN1CCN(C)CC1,85
*N,*NCc1ccccc1,104
*NCCc1ccccc1,*NCc1ccccc1,62
*c1cccnc1,*c1ccccn1,359
*c1cnccn1,*c1ccccn1,93
*CC(=O)O,*CCC(=O)O,112
*C=CC(=O)O,*CCC(=O)O,32
*N1CCCCC1,*N1CCOCC1,323
*N1CCN(C)CC1,*N1CCOCC1,293
*F,*Cl,4152
*OC,*Cl,3455
*Cl,*n1ccnc1,65
*n1cncn1,*n1ccnc1,33
*N1CCOCC1,*N1CCN(C)CC1,293
*N1CCNCC1,*N1CCN(C)CC1,147
*C(C)C,*C1CCCCC1,273
*C1CCCC1,*C1CCCCC1,245
*C(=O)O,*CC(=O)O,201
*CCC(=O)O,*CC(=O)O,112
*c1ccc(F)cc1,*c1cccc(F)c1,265
*CCc1ccccc1,*Cc1ccccc1,346
*Cc1ccc(OC)cc1,*Cc1ccccc1,158
*c1ccc(Cl)cc1,*c1ccc(F)cc1,401
*c1ccc(OC)cc1,*c1ccc(F)cc1,356
*N,*NC(=O)c1ccccc1,84
*NC(=O)Cc1ccccc1,*NC(=O)c1ccccc1,39
*Cl,*OC,3455
*O,*OC,2273
*CCc1ccccc1,*Cc1ccccc1,346
*Cc1ccc(OC)cc1,*Cc1ccccc1,158
*c1cccnc1,*c1ccncc1,490
*c1ccnc(C)c1,*c1ccncc1,51
*c1ccc(Cl)cc1,*c1ccccc1Cl,239
*c1ccccc1C,*c1ccccc1Cl,154
*C(=O)Nc1ccccc1,*C(=O)NCc1ccccc1,58
*NC(=O)c1ccccc1,*NC(=O)c1cccnc1,26
*Cl,*OC,3455
*O,*OC,2273
*Cl,*C(=O)O,579
*C(=O)OC,*C(=O)O,334
*OC,*N(C)C,491
*N(CC)CC,*N(C)C,127
*Cl,*C(C)=O,202
*C(=O)OC(C)(C)C,*C(C)=O,42
*c1cccnc1,*c1cnn(C)c1,89
*c1cn[nH]c1,*c1cnn(C)c1,72
*C(=O)NCc1ccccc1,*C(=O)Nc1ccccc1,58
*C(=O)NC1CCCCC1,*C(=O)Nc1ccccc1,38
*OC,*O,2273
*N,*O,958
*c1ccncc1,*c1cccnc1,490
*c1ccccn1,*c1cccnc1,359
*CC,*CCN(C)C,54
*CCNC,*CCN(C)C,26
*F,*Cl,4152
*OC,*Cl,3455
*c1cccnc1,*c1ccccn1,359
*c1cnccn1,*c1ccccn1,93
*c1ccncc1,*c1cccnc1,490
*c1ccccn1,*c1cccnc1,359
*c1ccccn1,*c1ncccc1C,36
*O,*NS(=O)(=O)c1ccccc1,36
*Cl,*OC,3455
*O,*OC,2273
*C(=O)Nc1ccccc1,*C(=O)NC1CCCCC1,38
*Cl,*OC,3455
*O,*OC,2273
*c1ccc(OC)cc1,*c1cccc(OC)c1,276
*c1cccc(C#N)c1,*c1cccc(OC)c1,88
*CCc1ccccc1,*Cc1ccccc1,346
*Cc1ccc(OC)cc1,*Cc1ccccc1,158
*N,*NC(=O)c1ccccc1,84
*NC(=O)Cc1ccccc1,*NC(=O)c1ccccc1,39
*NC(=O)c1ccccn1,*NC(=O)c1ccncc1,19
*CC,*CCCC,383
*CCCCCC,*CCCC,119
*OC,*S(C)(=O)=O,332
*S(=O)(=O)N(C)C,*S(C)(=O)=O,46
*O,*N,958
*NC,*N,305
*Cl,*OC,3455
*O,*OC,2273
*c1ccncc1,*c1cccnc1,490
*c1ccccn1,*c1cccnc1,359
*c1ccc2ccccc2c1,*c1cc2ccccc2s1,43
*c1cc2ccccc2o1,*c1cc2ccccc2s1,39
*CC(N)=O,*CC(=O)NC,26
*N1CCCCC1,*N1CCOCC1,323
*N1CCN(C)CC1,*N1CCOCC1,293
*Cl,*C(C)(C)C,382
*CC,*CCN(C)C,54
*CCCN(C)C,*CCN(C)C,37
*c1ccc(F)cc1,*c1ccc(Cl)cc1,401
*c1ccc(C)cc1,*c1ccc(Cl)cc1,324
*Cl,*C(C)=O,202
*C(=O)CC,*C(C)=O,81
*C1CCN(C)CC1,*C1CCNCC1,59
*C1=CCNCC1,*C1CCNCC1,13
*Cc1ccccc1,*C(=O)c1ccccc1,110
*S(=O)(=O)c1ccccc1,*C(=O)c1ccccc1,55
*N1CCOCC1,*N1CCN(C)CC1,293
*N1CCNCC1,*N1CCN(C)CC1,147
*c1ccc(F)cc1,*c1ccc(OC)cc1,356
*c1cccc(OC)c1,*c1ccc(OC)cc1,276
*CC,*CCCC,383
*CCCCCC,*CCCC,119
*CCc1ccccc1,*Cc1ccccc1,346
*Cc1ccc(OC)cc1,*Cc1ccccc1,158
*F,*Cl,4152
*OC,*Cl,3455
*OC,*O,2273
*N,*O,958
*O,*N1C(=O)c2ccccc2C1=O,13
*Cl,*F,4152
*B(O)O,*F,60
*c1cccnc1,*c1ccncc1,490
*c1ccnc(C)c1,*c1ccncc1,51
*c1cccnc1,*c1ccncc1,490
*c1ccnc(C)c1,*c1ccncc1,51
*Cl,*C(F)(F)F,1750
*C(F)F,*C(F)(F)F,65
*c1cccnc1,*c1ccccn1,359
*c1cnccn1,*c1ccccn1,93
*N,*NC(C)C,69
*NCC1CC1,*NC(C)C,25
*C(=O)NCc1ccccc1,*C(=O)Nc1ccccc1,58
*C(=O)NC1CCCCC1,*C(=O)Nc1ccccc1,38
*Cl,*OC,3455
*O,*OC,2273
*OC,*OCc1ccccn1,38
